"methods","samples.theta1","samples.theta2minus1","samples.theta3","samples.theta2"
"MMD",0.45880466624579,5.5490999364186,0.159233954214764,6.00790460266439
"MMD",0.372640044218844,6.25828443790636,0.194292752465933,6.6309244821252
"MMD",0.392427507316123,5.35663579296359,0.182399750437063,5.74906330027971
"MMD",0.953369530750497,3.95459865716326,0.172539601220802,4.90796818791376
"MMD",0.683898222857668,6.37588309405959,0.215985222497521,7.05978131691725
"MMD",0.683898222857668,6.37588309405959,0.215985222497521,7.05978131691725
"MMD",0.833894687109715,5.40861766684921,0.212823666536873,6.24251235395892
"MMD",0.823359282928813,4.12868778460536,0.232542023622682,4.95204706753417
"MMD",0.823359282928813,4.12868778460536,0.232542023622682,4.95204706753417
"MMD",0.738896898775471,4.41175694000118,0.209851093613847,5.15065383877665
"MMD",0.706766095344895,4.62016359134426,0.170808816575219,5.32692968668915
"MMD",0.215083457749554,6.68102718670108,0.191397697308261,6.89611064445064
"MMD",0.21267935249031,4.36477936686593,0.190821189748536,4.57745871935624
"MMD",0.21267935249031,4.36477936686593,0.190821189748536,4.57745871935624
"MMD",0.213046932074097,6.34049453638415,0.198877959581768,6.55354146845824
"MMD",0.844542270815811,4.41522686245149,0.15806250398885,5.2597691332673
"MMD",0.844542270815811,4.41522686245149,0.15806250398885,5.2597691332673
"MMD",0.229914862626712,4.62216696440009,0.194728250028814,4.8520818270268
"MMD",0.229914862626712,4.62216696440009,0.194728250028814,4.8520818270268
"MMD",0.828082380344429,5.45903197286857,0.188544993764093,6.287114353213
"MMD",0.913599556388278,4.8919498467721,0.147868867005956,5.80554940316038
"MMD",0.913599556388278,4.8919498467721,0.147868867005956,5.80554940316038
"MMD",0.963532360818246,4.41138041736909,0.192690197122833,5.37491277818733
"MMD",0.650353766393522,4.35002825318692,0.181719232350892,5.00038201958044
"MMD",0.650353766393522,4.35002825318692,0.181719232350892,5.00038201958044
"Wasserstein",0.839676217194993,4.69721690840054,0.203409817948101,5.53689312559553
"Wasserstein",0.762323883179794,3.99388580651388,0.189740900989484,4.75620968969367
"Wasserstein",0.800484158918946,4.75246501182261,0.151026710029767,5.55294917074156
"Wasserstein",0.60979062323385,5.1893083248313,0.211160684478214,5.79909894806515
"Wasserstein",0.912713722843265,5.5068523749907,0.198376755316944,6.41956609783397
"Wasserstein",0.594216416581154,4.6292205965768,0.199605873590393,5.22343701315796
"Wasserstein",0.955081335555339,4.35119571576486,0.224030946146663,5.30627705132019
"Wasserstein",0.77900354900437,5.37973098672331,0.219604872998347,6.15873453572768
"Wasserstein",0.637989589239906,5.11356419371568,0.151805109731814,5.75155378295559
"Wasserstein",0.290425295559975,4.16405347241012,0.191751705071092,4.4544787679701
"Wasserstein",0.637989589239906,5.11356419371568,0.151805109731814,5.75155378295559
"Wasserstein",0.393179584074702,4.90391889694148,0.180641706436869,5.29709848101618
"Wasserstein",0.325394901713009,5.60931684473785,0.209762100473726,5.93471174645086
"Wasserstein",0.725930043774591,4.81556449229615,0.172504040510306,5.54149453607074
"Wasserstein",0.469398042484168,4.41373643409644,0.164745482155577,4.8831344765806
"Wasserstein",0.870593819659282,4.31960429531562,0.177940070906827,5.1901981149749
"Wasserstein",0.582676863984221,5.098542836162,0.212068061697418,5.68121970014622
"Wasserstein",0.329838772534305,4.97013426941694,0.21327030752389,5.29997304195124
"Wasserstein",0.524264519357861,5.28845787149489,0.18220186194322,5.81272239085275
"Wasserstein",0.724322265047545,6.00088407441797,0.178623062058299,6.72520633946551
"Wasserstein",0.754678608762677,6.01431427744282,0.208228719924658,6.7689928862055
"Wasserstein",0.680533563145917,5.35632373655267,0.177338548644916,6.03685729969858
"Wasserstein",0.680533563145917,5.35632373655267,0.177338548644916,6.03685729969858
"Wasserstein",0.920183243410148,3.95728759028048,0.186491553163017,4.87747083369063
"Wasserstein",0.642793746143925,6.36742937697893,0.148680730445802,7.01022312312285
"Wasserstein",0.642793746143925,6.36742937697893,0.148680730445802,7.01022312312285
"Wasserstein",0.732047475718396,5.23715535067908,0.234289588973897,5.96920282639748
"Wasserstein",0.374569552177377,5.39867845118901,0.189739480597625,5.77324800336638
"Wasserstein",0.804717422965226,6.51472208081848,0.175154966885702,7.31943950378371
"Wasserstein",0.0733614830610007,5.32647377049316,0.207692675010263,5.39983525355416
"Wasserstein",0.740145682534983,6.06720263414356,0.217222999759175,6.80734831667855
"Wasserstein",0.408128386757814,5.71468161138768,0.163773696694762,6.12280999814549
"Wasserstein",0.626433284475228,4.93292382583164,0.239712004587581,5.55935711030687
"Wasserstein",0.626433284475228,4.93292382583164,0.239712004587581,5.55935711030687
"Wasserstein",0.340043206406861,5.36697773624003,0.181409215566034,5.7070209426469
"Wasserstein",0.770474924163573,3.59017185418335,0.227503579861242,4.36064677834692
"Wasserstein",0.770474924163573,3.59017185418335,0.227503579861242,4.36064677834692
"Wasserstein",0.854679510299497,5.50086349738174,0.216336194516557,6.35554300768124
"Wasserstein",0.752386567982376,4.44829074643512,0.190346152469114,5.2006773144175
"Wasserstein",0.945538076649014,4.29318888363099,0.176778629996996,5.23872696028
"Wasserstein",1.00333464171406,4.6833829463752,0.202266645085478,5.68671758808927
"Wasserstein",0.666253785626599,4.86196706791626,0.172488417118434,5.52822085354286
"Wasserstein",0.905878311405024,5.12208772591101,0.18336198510627,6.02796603731604
"Wasserstein",0.573302803958542,4.61369079177375,0.190992798384605,5.18699359573229
"Wasserstein",0.697515097662325,4.72677434193466,0.190916326267286,5.42428943959699
"Wasserstein",0.307063721311038,5.75968829252456,0.21670164510393,6.06675201383559
"Wasserstein",0.827594704247724,4.94351424927049,0.191732733846607,5.77110895351821
"Wasserstein",0.968736833237515,5.16141860888928,0.215783426882009,6.1301554421268
"Wasserstein",0.0267582394765157,5.63958802973765,0.172346463767818,5.66634626921417
"Wasserstein",0.999592343148994,4.38516897897258,0.227150115317474,5.38476132212158
"Wasserstein",0.999592343148994,4.38516897897258,0.227150115317474,5.38476132212158
"Wasserstein",0.854071930262126,4.10784355708723,0.204972560911545,4.96191548734936
"Wasserstein",0.920306464223358,4.68381528670005,0.187662091139344,5.60412175092341
"Wasserstein",0.641216826172353,5.12471485661952,0.169470245450887,5.76593168279187
"Wasserstein",0.743535917360463,3.58297600665534,0.205409966308757,4.3265119240158
"Wasserstein",0.743535917360463,3.58297600665534,0.205409966308757,4.3265119240158
"Wasserstein",0.0646614323258646,5.32768682128545,0.156436784707568,5.39234825361132
"Wasserstein",0.465316719406321,5.71129466548718,0.194872462612577,6.1766113848935
"Wasserstein",0.755200819409896,5.80769493788625,0.191148115378881,6.56289575729615
"Wasserstein",0.949758242820257,5.04854780002133,0.175876415073024,5.99830604284158
"Wasserstein",0.806434387104756,3.55006144285655,0.209112233446791,4.35649582996131
"Wasserstein",0.231553420832956,3.89129036043369,0.170214914835463,4.12284378126664
"Wasserstein",0.231553420832956,3.89129036043369,0.170214914835463,4.12284378126664
"Wasserstein",0.112777461358843,5.30202320130769,0.202029813021577,5.41480066266653
"Wasserstein",0.0242675916010852,5.36559271222127,0.190390126708455,5.38986030382235
"Wasserstein",0.0242675916010852,5.36559271222127,0.190390126708455,5.38986030382235
"Wasserstein",0.984968623689999,4.84955323962288,0.218342578501457,5.83452186331287
"Wasserstein",0.984968623689999,4.84955323962288,0.218342578501457,5.83452186331287
"Wasserstein",0.810619715557754,4.35882429513515,0.191274912264676,5.1694440106929
"Wasserstein",0.616799509136513,4.47845786744048,0.209001729876746,5.095257376577
"Wasserstein",0.732887863812238,4.03806013015879,0.213162540164293,4.77094799397103
"Wasserstein",0.786213374607622,4.78723488431019,0.20562239994783,5.57344825891781
"Wasserstein",0.127769898005616,5.6938144160547,0.198709089652484,5.82158431406032
"Wasserstein",0.127769898005616,5.6938144160547,0.198709089652484,5.82158431406032
"Wasserstein",0.7456533147627,7.61182714121341,0.218084083728678,8.35748045597611
"Wasserstein",0.7456533147627,7.61182714121341,0.218084083728678,8.35748045597611
"Wasserstein",0.7456533147627,7.61182714121341,0.218084083728678,8.35748045597611
"Wasserstein",0.7456533147627,7.61182714121341,0.218084083728678,8.35748045597611
"Wasserstein",0.7456533147627,7.61182714121341,0.218084083728678,8.35748045597611
"Wasserstein",0.7456533147627,7.61182714121341,0.218084083728678,8.35748045597611
"Wasserstein",0.7456533147627,7.61182714121341,0.218084083728678,8.35748045597611
"Wasserstein",0.7456533147627,7.61182714121341,0.218084083728678,8.35748045597611
"Wasserstein",0.805700759181605,4.71798040642796,0.188574976631655,5.52368116560956
"Wasserstein",0.939448126651062,4.88818216225147,0.206083763617862,5.82763028890253
"Wasserstein",0.448612935516584,5.20294597398789,0.195475889387812,5.65155890950448
"Wasserstein",0.467267417234621,5.8314905478645,0.163878320286301,6.29875796509913
"Wasserstein",0.467267417234621,5.8314905478645,0.163878320286301,6.29875796509913
"Wasserstein",0.838694677929509,4.29857992613995,0.155598469576486,5.13727460406946
"Wasserstein",0.881695707727737,6.13527054620502,0.194779706951339,7.01696625393275
"Wasserstein",0.969070213642279,5.64086466733078,0.186880511848668,6.60993488097306
"Wasserstein",0.833289936051729,5.76903363951697,0.160135006379146,6.6023235755687
"Wasserstein",0.412489800074801,5.71369655357097,0.178370830662457,6.12618635364578
"Wasserstein",0.833289936051729,5.76903363951697,0.160135006379146,6.6023235755687
"Wasserstein",0.895280702158641,4.47751920035192,0.18589719028723,5.37279990251056
"Wasserstein",0.91098620496783,3.76765810379166,0.213797660283026,4.67864430875949
"Wasserstein",0.3866617567425,3.88445159814852,0.234200950429558,4.27111335489102
"Wasserstein",0.915433661069749,5.26729437931347,0.155851855765277,6.18272804038322
"Wasserstein",0.915433661069749,5.26729437931347,0.155851855765277,6.18272804038322
"Wasserstein",0.524869774552557,3.23562000381627,0.197765785714435,3.76048977836883
"Wasserstein",0.933157607961386,3.36752929216385,0.171578467071394,4.30068690012523
"Wasserstein",0.289330983873569,4.58807890277911,0.216648325428581,4.87740988665268
"Wasserstein",0.675777448354221,5.33528942696446,0.19844710626435,6.01106687531868
"Wasserstein",0.995480618266636,4.92943280659098,0.191684424688119,5.92491342485762
"Wasserstein",0.675777448354221,5.33528942696446,0.19844710626435,6.01106687531868
"Wasserstein",0.652490225113051,5.32949759463965,0.216282345711341,5.9819878197527
"Wasserstein",0.652490225113051,5.32949759463965,0.216282345711341,5.9819878197527
"Wasserstein",0.953464978667117,6.03635514333412,0.204853728945362,6.98982012200124
"Wasserstein",0.953464978667117,6.03635514333412,0.204853728945362,6.98982012200124
"Wasserstein",0.265927255757651,5.0260964331844,0.168768297441868,5.29202368894206
"Wasserstein",0.654650993418971,3.53056659260933,0.181438010945067,4.1852175860283
"Wasserstein",0.654650993418971,3.53056659260933,0.181438010945067,4.1852175860283
"Wasserstein",0.208360284741628,5.33019689290656,0.17172722915587,5.53855717764819
"Wasserstein",0.697257666191899,4.56094369226925,0.182890158437356,5.25820135846115
"Wasserstein",0.905363891784231,5.67709020917043,0.194561784326896,6.58245410095466
"Wasserstein",0.605063112128157,6.04057641867007,0.18075192603432,6.64563953079822
"Wasserstein",0.983386349599496,3.95782685005695,0.173687676896235,4.94121319965644
"Wasserstein",0.86025524964289,4.24748771740428,0.180710935486832,5.10774296704717
"Wasserstein",0.520605505016272,5.18514759199093,0.192679913029877,5.70575309700721
"Wasserstein",0.864253991991457,4.53912272172241,0.184984906086533,5.40337671371387
"Wasserstein",0.569580047896048,5.37222065342113,0.197139410766339,5.94180070131718
"Wasserstein",0.64476453795581,7.18602329843427,0.189799222666643,7.83078783639008
"Wasserstein",0.725703996213975,4.36030885426747,0.17555645884416,5.08601285048144
"Wasserstein",0.721276296230757,3.8371096526057,0.225656655510998,4.55838594883646
"Wasserstein",0.772969792246829,4.34391288573968,0.174166983194306,5.11688267798651
"Wasserstein",0.772969792246829,4.34391288573968,0.174166983194306,5.11688267798651
"Wasserstein",0.714477690236489,5.05015676177754,0.213561932145501,5.76463445201403
"Wasserstein",0.956435381954078,4.52876273656252,0.178599047139866,5.4851981185166
"Wasserstein",0.944992179110608,3.96250347562883,0.203720676723383,4.90749565473944
"Wasserstein",0.930169496355201,5.68762683859452,0.194550554973482,6.61779633494972
"Wasserstein",0.930169496355201,5.68762683859452,0.194550554973482,6.61779633494972
"Wasserstein",0.174234288434819,4.69984648154735,0.170086417936615,4.87408076998217
"Wasserstein",0.174234288434819,4.69984648154735,0.170086417936615,4.87408076998217
"Wasserstein",0.861843225874096,4.70945974316012,0.223435543578101,5.57130296903422
"Wasserstein",0.748840279762608,3.85344349574913,0.180909844383933,4.60228377551174
"Wasserstein",0.594665508115465,5.38146086453519,0.189246599738916,5.97612637265065
"Wasserstein",0.782025615429069,5.67121038905112,0.205170882608497,6.45323600448019
"Wasserstein",0.360788289568185,5.61997245044256,0.177854724866839,5.98076074001075
"Wasserstein",0.659749371018205,4.36499591937409,0.216932978068627,5.0247452903923
"Wasserstein",0.182515136568598,5.47126806887261,0.184646047331947,5.65378320544121
"Wasserstein",0.652551837742953,5.39624790037248,0.205469977145466,6.04879973811543
"Wasserstein",0.391147040828308,5.27182262993375,0.209832861698979,5.66296967076206
"Wasserstein",0.391147040828308,5.27182262993375,0.209832861698979,5.66296967076206
"Wasserstein",0.621550371044584,5.03715162966682,0.177755767883913,5.6587020007114
"Wasserstein",0.337038049892819,6.07203273173137,0.200102399482268,6.40907078162419
"Wasserstein",0.621562987415389,4.37500825919167,0.165808919336167,4.99657124660706
"Wasserstein",0.621562987415389,4.37500825919167,0.165808919336167,4.99657124660706
"Wasserstein",0.844773838893597,3.67478315792335,0.185934563733645,4.51955699681694
"Wasserstein",0.880317332960739,4.65803119889682,0.205170879906608,5.53834853185755
"Wasserstein",0.812095913370452,5.55346817181633,0.182014992257021,6.36556408518678
"Wasserstein",0.961133417661088,4.44446285075051,0.248287064228452,5.4055962684116
"Wasserstein",0.961133417661088,4.44446285075051,0.248287064228452,5.4055962684116
"Wasserstein",0.961133417661088,4.44446285075051,0.248287064228452,5.4055962684116
"Wasserstein",0.708238409439131,4.87737074300903,0.198426151479124,5.58560915244817
"Wasserstein",0.728223459883565,4.80516735720004,0.195741512992273,5.53339081708361
"Wasserstein",0.592326260346937,3.73248631611514,0.165229951858226,4.32481257646208
"Wasserstein",0.672060191408332,4.98286809797017,0.181246246575385,5.65492828937851
"Wasserstein",0.288724810915389,5.32075024131585,0.20770634721284,5.60947505223124
"Wasserstein",0.634280781413598,5.81207915727569,0.193423756909259,6.44635993868928
"Wasserstein",0.790246885590707,4.9124189362135,0.177297294483811,5.70266582180421
"Wasserstein",0.21417869917555,5.06686633986458,0.201580212267566,5.28104503904013
"Wasserstein",0.469117295591099,5.78697853130243,0.17557692374637,6.25609582689353
"Wasserstein",0.801603867346725,3.48446088063117,0.181698538206038,4.2860647479779
"Wasserstein",0.738096359504076,4.59765225825102,0.171882026918708,5.3357486177551
"Wasserstein",0.457398920840029,4.66968439253674,0.188812766324534,5.12708331337677
"Wasserstein",0.588389116029799,4.94249014512424,0.236359344156456,5.53087926115404
"Wasserstein",0.613090103300181,4.17774247195487,0.187291363934249,4.79083257525506
"Wasserstein",0.613090103300181,4.17774247195487,0.187291363934249,4.79083257525506
"Wasserstein",0.751296816013699,4.61978294077692,0.211935448822142,5.37107975679062
"Wasserstein",0.768807759206703,3.40558418580267,0.169112353878123,4.17439194500938
"Wasserstein",0.781317074722338,4.85060033081284,0.206361336697421,5.63191740553517
"Wasserstein",0.896082700730637,4.22873910026242,0.18237684872753,5.12482180099306
"Wasserstein",0.848297007947874,4.67184336797032,0.214863080066862,5.5201403759182
"Wasserstein",0.615991376854139,5.04920637592928,0.201393160478184,5.66519775278342
"Wasserstein",0.207215575901379,4.80396816660822,0.183583713579353,5.0111837425096
"Wasserstein",0.207215575901379,4.80396816660822,0.183583713579353,5.0111837425096
"Wasserstein",0.62613887229963,3.71850917917286,0.22195671119773,4.34464805147249
